Unnamed: 0	document_id	words	labels	sentence_id
9	0	He	O	1342139
10	0	belonged	O	1342139
11	0	to	O	1342139
12	0	the	B-ORG	1342139
13	0	K.P.	I-ORG	1342139
14	0	Neederlande	I-ORG	1342139
15	0	p.1	O	1342139
16	0	3	O	1342139
17	0	6	O	1342139
18	0	and	O	1342139
19	0	knew	O	1342139
20	0	Dutch	B-LANGUAGE	1342139
21	0	perfectly	O	1342139
22	0	but	O	1342139
23	0	lost	O	1342139
24	0	his	O	1342139
25	0	job	O	1342139
26	0	getting	O	1342139
27	0	compensation	O	1342139
28	0	and	O	1342139
29	0	financial	O	1342139
30	0	help	O	1342139
31	0	later	O	1342139
32	0	again	O	1342139
33	0	when	O	1342139
34	0	he	O	1342139
35	0	needed	O	1342139
36	0	it	O	1342139
37	0	p.3	O	1342139
38	0	5	O	1342139
39	0	.	O	1342139
99	0	Non	O	1342141
100	0	Jews	O	1342141
101	0	helping	O	1342141
102	0	Jews	O	1342141
103	0	7	O	1342141
104	0	one	B-TIME	1342141
105	0	night	I-TIME	1342141
106	0	the	O	1342141
107	0	typewriters	O	1342141
108	0	of	O	1342141
109	0	a	O	1342141
110	0	resistance	O	1342141
111	0	office	O	1342141
112	0	were	O	1342141
113	0	stolen	O	1342141
114	0	when	O	1342141
115	0	it	O	1342141
116	0	became	O	1342141
117	0	known	O	1342141
118	0	that	O	1342141
119	0	they	O	1342141
120	0	were	O	1342141
121	0	being	O	1342141
122	0	used	O	1342141
123	0	as	O	1342141
124	0	a	O	1342141
125	0	weapon	O	1342141
126	0	against	O	1342141
127	0	the	O	1342141
128	0	Germans	O	1342141
129	0	they	O	1342141
130	0	were	O	1342141
131	0	restored	O	1342141
132	0	some	B-DATE	1342141
133	0	nights	I-DATE	1342141
134	0	later	I-DATE	1342141
135	0	6	O	1342141
136	0	.	O	1342141
153	0	A	O	1342143
154	0	Dutchman	O	1342143
155	0	said	O	1342143
156	0	to	O	1342143
157	0	help	O	1342143
158	0	Jews	O	1342143
159	0	to	O	1342143
160	0	get	O	1342143
161	0	abroad	O	1342143
162	0	proved	O	1342143
163	0	to	O	1342143
164	0	be	O	1342143
165	0	an	O	1342143
166	0	agent	O	1342143
167	0	of	O	1342143
168	0	the	O	1342143
169	0	Gestapo	B-ORG	1342143
170	0	later	O	1342143
171	0	he	O	1342143
172	0	was	O	1342143
173	0	sentenced	O	1342143
174	0	for	O	1342143
175	0	life	O	1342143
176	0	p.6	O	1342143
177	0	.	O	1342143
178	0	Escape	O	1342144
179	0	in	O	1342144
180	0	summer	B-DATE	1342144
181	0	1944	I-DATE	1342144
182	0	p.9	O	1342144
183	0	.	O	1342144
184	0	9	O	1342145
185	0	.	O	1342145
186	0	References	O	1342146
187	0	Mass	O	1342146
188	0	suicide	O	1342146
189	0	p.1	O	1342146
190	0	.	O	1342146
191	0	The	B-GPE	1342147
192	0	Hague	I-GPE	1342147
193	0	p.4	O	1342147
194	0	.	O	1342147
201	0	Illegal	O	1342150
202	0	Life	O	1342150
203	0	in	O	1342150
204	0	Holland	B-GPE	1342150
205	0	I	O	1342150
206	0	moved	O	1342150
207	0	to	O	1342150
208	0	Holland	B-GPE	1342150
209	0	back	O	1342150
210	0	in	O	1342150
211	0	1928	B-DATE	1342150
212	0	having	O	1342150
213	0	applied	O	1342150
214	0	for	O	1342150
215	0	a	O	1342150
216	0	job	O	1342150
217	0	p.5	O	1342150
218	0	there	O	1342150
219	0	and	O	1342150
220	0	been	O	1342150
221	0	given	O	1342150
222	0	the	O	1342150
223	0	position	O	1342150
224	0	.	O	1342150
225	0	I	O	1342151
226	0	only	O	1342151
227	0	witnessed	O	1342151
228	0	the	O	1342151
229	0	events	O	1342151
230	0	leading	O	1342151
231	0	up	O	1342151
232	0	to	O	1342151
233	0	the	O	1342151
234	0	occupation	O	1342151
235	0	of	O	1342151
236	0	Holland	B-GPE	1342151
237	0	in	O	1342151
238	0	1940	B-DATE	1342151
239	0	from	O	1342151
240	0	the	O	1342151
241	0	outside	O	1342151
242	0	.	O	1342151
243	0	My	O	1342152
244	0	mother	O	1342152
245	0	and	O	1342152
246	0	stepfather	O	1342152
247	0	were	O	1342152
248	0	living	O	1342152
249	0	in	O	1342152
250	0	Germany	B-GPE	1342152
251	0	and	O	1342152
252	0	I	O	1342152
253	0	went	O	1342152
254	0	to	O	1342152
255	0	visit	O	1342152
256	0	them	O	1342152
257	0	often	O	1342152
258	0	.	O	1342152
259	0	However	O	1342153
260	0	I	O	1342153
261	0	had	O	1342153
262	0	any	O	1342153
263	0	first	O	1342153
264	0	hand	O	1342153
265	0	experience	O	1342153
266	0	of	O	1342153
267	0	National	O	1342153
268	0	Socialism	O	1342153
269	0	before	O	1342153
270	0	1940	B-DATE	1342153
271	0	.	O	1342153
272	0	I	O	1342154
273	0	lived	O	1342154
274	0	in	O	1342154
275	0	Amsterdam	B-GPE	1342154
276	0	and	O	1342154
277	0	worked	O	1342154
278	0	as	O	1342154
279	0	a	O	1342154
280	0	grain	O	1342154
281	0	merchant	O	1342154
282	0	having	O	1342154
283	0	completed	O	1342154
284	0	a	O	1342154
285	0	business	O	1342154
286	0	apprenticeship	O	1342154
287	0	before	O	1342154
288	0	moving	O	1342154
289	0	to	O	1342154
290	0	Holland	B-GPE	1342154
291	0	.	O	1342154
318	0	This	O	1342156
319	0	was	O	1342156
320	0	how	O	1342156
321	0	I	O	1342156
322	0	learnt	O	1342156
323	0	Dutch	B-LANGUAGE	1342156
324	0	and	O	1342156
325	0	I	O	1342156
326	0	picked	O	1342156
327	0	up	O	1342156
328	0	how	O	1342156
329	0	to	O	1342156
330	0	speak	O	1342156
331	0	the	O	1342156
332	0	language	O	1342156
333	0	as	O	1342156
334	0	the	O	1342156
335	0	locals	O	1342156
336	0	did	O	1342156
337	0	.	O	1342156
338	0	This	O	1342157
339	0	was	O	1342157
340	0	very	O	1342157
341	0	important	O	1342157
342	0	later	O	1342157
343	0	on	O	1342157
344	0	in	O	1342157
345	0	terms	O	1342157
346	0	of	O	1342157
347	0	disguising	O	1342157
348	0	myself	O	1342157
349	0	to	O	1342157
350	0	fit	O	1342157
351	0	in	O	1342157
352	0	.	O	1342157
364	0	When	O	1342159
365	0	the	O	1342159
366	0	Germans	O	1342159
367	0	invaded	O	1342159
368	0	Holland	B-GPE	1342159
369	0	on	O	1342159
370	0	11	B-DATE	1342159
371	0	May	I-DATE	1342159
372	0	1940	I-DATE	1342159
373	0	I	O	1342159
374	0	knew	O	1342159
375	0	exactly	O	1342159
376	0	what	O	1342159
377	0	this	O	1342159
378	0	would	O	1342159
379	0	mean	O	1342159
380	0	for	O	1342159
381	0	me	O	1342159
382	0	as	O	1342159
383	0	a	O	1342159
384	0	Jew	O	1342159
385	0	.	O	1342159
413	0	The	O	1342162
414	0	Nazi\	O	1342162
415	0	first	O	1342162
416	0	approach	O	1342162
417	0	was	O	1342162
418	0	to	O	1342162
419	0	force	O	1342162
420	0	the	O	1342162
421	0	Jews	O	1342162
422	0	to	O	1342162
423	0	deliver	O	1342162
424	0	radios	O	1342162
425	0	and	O	1342162
426	0	bicycles	O	1342162
427	0	but	O	1342162
428	0	I	O	1342162
429	0	affected	O	1342162
430	0	by	O	1342162
431	0	this	O	1342162
432	0	in	O	1342162
433	0	the	O	1342162
434	0	beginning	O	1342162
435	0	.	O	1342162
436	0	After	O	1342163
437	0	the	O	1342163
438	0	Germans	O	1342163
439	0	marched	O	1342163
440	0	into	O	1342163
441	0	Amsterdam	B-GPE	1342163
442	0	a	O	1342163
443	0	suicide	O	1342163
444	0	epidemic	O	1342163
445	0	erupted	O	1342163
446	0	.	O	1342163
447	0	Two	O	1342164
448	0	of	O	1342164
449	0	my	O	1342164
450	0	friends	O	1342164
451	0	were	O	1342164
452	0	among	O	1342164
453	0	those	O	1342164
454	0	involved	O	1342164
455	0	in	O	1342164
456	0	this	O	1342164
457	0	but	O	1342164
458	0	one	O	1342164
459	0	was	O	1342164
460	0	stopped	O	1342164
461	0	before	O	1342164
462	0	it	O	1342164
463	0	was	O	1342164
464	0	too	O	1342164
465	0	late	O	1342164
466	0	.	O	1342164
467	0	Others	O	1342165
468	0	tried	O	1342165
469	0	to	O	1342165
470	0	flee	O	1342165
471	0	illegally	O	1342165
472	0	.	O	1342165
473	0	Basically	O	1342166
474	0	us	O	1342166
475	0	Jews	O	1342166
476	0	were	O	1342166
477	0	under	O	1342166
478	0	no	O	1342166
479	0	illusions	O	1342166
480	0	about	O	1342166
481	0	the	O	1342166
482	0	fate	O	1342166
483	0	that	O	1342166
484	0	awaited	O	1342166
485	0	us	O	1342166
486	0	.	O	1342166
487	0	At	O	1342167
488	0	this	O	1342167
489	0	time	O	1342167
490	0	I	O	1342167
491	0	was	O	1342167
492	0	a	O	1342167
493	0	member	O	1342167
494	0	of	O	1342167
495	0	the	B-ORG	1342167
496	0	KP	I-ORG	1342167
497	0	Neederlande	I-ORG	1342167
498	0	.	O	1342167
535	0	Us	O	1342169
536	0	Jews	O	1342169
537	0	in	O	1342169
538	0	Amsterdam	B-GPE	1342169
539	0	had	O	1342169
540	0	our	O	1342169
541	0	own	O	1342169
542	0	structure	O	1342169
543	0	that	O	1342169
544	0	reflected	O	1342169
545	0	that	O	1342169
546	0	in	O	1342169
547	0	place	O	1342169
548	0	amongst	O	1342169
549	0	the	O	1342169
550	0	population	O	1342169
551	0	at	O	1342169
552	0	large	O	1342169
553	0	.	O	1342169
554	0	So	O	1342170
555	0	we	O	1342170
556	0	had	O	1342170
557	0	Jewish	O	1342170
558	0	police	O	1342170
559	0	officers	O	1342170
560	0	Jewish	O	1342170
561	0	craftsmen	O	1342170
562	0	Jewish	O	1342170
563	0	scientists	O	1342170
564	0	and	O	1342170
565	0	Jewish	O	1342170
566	0	bank	O	1342170
567	0	directors	O	1342170
568	0	.	O	1342170
604	0	But	O	1342172
605	0	Postman	B-PERSON	1342172
606	0	Cohn	I-PERSON	1342172
607	0	or	O	1342172
608	0	Unemployed	B-PERSON	1342172
609	0	Cohn	I-PERSON	1342172
610	0	in	O	1342172
611	0	Amsterdam	B-GPE	1342172
612	0	was	O	1342172
613	0	not	O	1342172
614	0	quite	O	1342172
615	0	so	O	1342172
616	0	calm	O	1342172
617	0	following	O	1342172
618	0	the	O	1342172
619	0	destruction	O	1342172
620	0	of	O	1342172
621	0	his	O	1342172
622	0	bed	O	1342172
623	0	given	O	1342172
624	0	that	O	1342172
625	0	items	O	1342172
626	0	had	O	1342172
627	0	been	O	1342172
628	0	taken	O	1342172
629	0	away	O	1342172
630	0	from	O	1342172
631	0	him	O	1342172
632	0	that	O	1342172
633	0	were	O	1342172
634	0	essential	O	1342172
635	0	to	O	1342172
636	0	his	O	1342172
637	0	life	O	1342172
638	0	.	O	1342172
696	0	The	O	1342174
697	0	neighbour	O	1342174
698	0	of	O	1342174
699	0	Postman	B-PERSON	1342174
